"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: the period for which the personal data will be stored, or if that is not possible, the criteria used to determine that period.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: the period for which the personal data will be stored by the controller, or if that is not possible, the criteria used by the processor to determine that period."
"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing by the processor concerning the data subject or to object to processing by the processor as well as the right to data portability."
"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: where the processing is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: where the processing by the processor is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing by the processor based on consent before its withdrawal."
"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: the right to lodge a complaint with a supervisory authority.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: the right to lodge a complaint with a supervisory authority."
"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: whether the provision of personal data is a statutory or contractual requirement, or a requirement necessary to enter into a contract, as well as whether the data subject is obliged to provide the personal data and of the possible consequences of failure to provide such data.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: whether the provision of personal data is a statutory or contractual requirement, or a requirement necessary to enter into a contract, as well as whether the data subject is obliged to provide the personal data and of the possible consequences of failure to provide such data."
"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing: the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.";"e";"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained by the international organisation, provide the data subject with the following further information necessary to ensure fair and transparent processing by the processor: the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing by the processor for the data subject."
"Where the controller intends to further process the personal data for a purpose other than that for which the personal data were collected, the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2.";"e";"Where the controller intends to further process the personal data for a purpose other than that for which the personal data were collected by the processor, the controller shall provide the data subject prior to that further processing by the processor with information on that other purpose and with any relevant further information as referred to in paragraph 2."
"Paragraphs 1, 2 and 3 shall not apply where and insofar as the data subject already has the information.";"e";"Paragraphs 1, 2 and 3 shall not apply where and insofar as the data subject already has the information."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the identity and the contact details of the controller and, where applicable, of the controller’s representative.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with the identity and the contact details of the controller and, where applicable, of the controller’s representative."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the contact details of the data protection officer, where applicable.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with the contact details of the data protection officer, where applicable."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the purposes of the processing for which the personal data are intended as well as the legal basis for the processing.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with the purposes of the processing by the processor for which the personal data are intended by the controller as well as the legal basis for the processing by the processor."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the categories of personal data concerned.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with the categories of personal data concerned."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the recipients or categories of recipients of the personal data, if any.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with the recipients or categories of recipients of the personal data, if any."
"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with where applicable, that the controller intends to transfer personal data to a recipient in a third country or international organisation and the existence or absence of an adequacy decision by the Commission, or in the case of transfers referred to in Article 46 or 47, or the second subparagraph of Article 49(1), reference to the appropriate or suitable safeguards and the means to obtain a copy of them or where they have been made available.";"e";"Where personal data have not been obtained from the data subject by the controller, the controller shall provide the data subject with where applicable, that the controller intends to transfer personal data to a recipient in a third country or international organisation and the existence or absence of an adequacy decision by the Commission, or in the case of transfers referred to in Article 46 or 47, or the second subparagraph of Article 49(1), reference to the appropriate or suitable safeguards and the means to obtain a copy of them or where they have been made by the processor available."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: the period for which the personal data will be stored, or if that is not possible, the criteria used to determine that period.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: the period for which the personal data will be stored by the controller, or if that is not possible, the criteria used by the processor to determine that period."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: where the processing by the processor is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject and to object to processing as well as the right to data portability.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing by the processor concerning the data subject and to object to processing by the processor as well as the right to data portability."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: where processing is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: where processing by the processor is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing by the processor based on consent before its withdrawal."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: the right to lodge a complaint with a supervisory authority.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: the right to lodge a complaint with a supervisory authority."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: from which source the personal data originate, and if applicable, whether it came from publicly accessible sources.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: from which source the personal data originate, and if applicable, whether it came from publicly accessible sources."
"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject: the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.";"e";"In addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject by the processor: the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing by the processor for the data subject."
"The controller shall provide the information referred to in paragraphs 1 and 2 within a reasonable period after obtaining the personal data, but at the latest within one month, having regard to the specific circumstances in which the personal data are processed.";"e";"The controller shall provide the information referred to in paragraphs 1 and 2 within a reasonable period after obtaining the personal data, but at the latest within one month, having regard to the specific circumstances in which the personal data are processed by the processor."
"The controller shall provide the information referred to in paragraphs 1 and 2 if the personal data are to be used for communication with the data subject, at the latest at the time of the first communication to that data subject.";"e";"The controller shall provide the information referred to in paragraphs 1 and 2 if the personal data are to be used for communication with the data subject by the processor, at the latest at the time of the first communication to that data subject."
"The controller shall provide the information referred to in paragraphs 1 and 2 if a disclosure to another recipient is envisaged, at the latest when the personal data are first disclosed.";"e";"The controller shall provide the information referred to in paragraphs 1 and 2 if a disclosure to another recipient is envisaged by the controller, at the latest when the personal data are first disclosed by the recipient."
"Where the controller intends to further process the personal data for a purpose other than that for which the personal data were obtained, the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2.";"e";"Where the controller intends to further process the personal data for a purpose other than that for which the personal data were obtained by the third party, the controller shall provide the data subject prior to that further processing by the processor with information on that other purpose and with any relevant further information as referred to in paragraph 2."
"Paragraphs 1 to 4 shall not apply where and insofar as the data subject already has the information.";"e";"Paragraphs 1 to 4 shall not apply where and insofar as the data subject already has the information."
"Paragraphs 1 to 4 shall not apply where and insofar as the provision of such information proves impossible or would involve a disproportionate effort, in particular for processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, subject to the conditions and safeguards referred to in Article 89(1) or in so far as the obligation referred to in paragraph 1 of this Article is likely to render impossible or seriously impair the achievement of the objectives of that processing.";"e";"Paragraphs 1 to 4 shall not apply where and insofar as the provision of such information proves impossible or would involve a disproportionate effort, in particular for processing by the processor for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, subject to the conditions and safeguards referred to in Article 89(1) or in so far as the obligation referred to in paragraph 1 of this Article is likely to render impossible or seriously impair the achievement of the objectives of that processing by the processor."
"In such cases the controller shall take appropriate measures to protect the data subject’s rights and freedoms and legitimate interests, including making the information publicly available&#59;";"e";"In such cases the controller shall take appropriate measures to protect the data subject’s rights and freedoms and legitimate interests, including making the information publicly available&#59;"
"Paragraphs 1 to 4 shall not apply where and insofar as obtaining or disclosure is expressly laid down by Union or Member State law to which the controller is subject and which provides appropriate measures to protect the data subject’s legitimate interests.";"e";"Paragraphs 1 to 4 shall not apply where and insofar as obtaining by the supervisory authority or disclosure is expressly laid down by Union or Member State law to which the controller is subject and which provides appropriate measures to protect the data subject’s legitimate interests."
"Paragraphs 1 to 4 shall not apply where and insofar as where the personal data must remain confidential subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy.";"e";"Paragraphs 1 to 4 shall not apply where and insofar as where the personal data must remain confidential subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the purposes of the processing.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the purposes of the processing by the processor."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the categories of personal data concerned.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the categories of personal data concerned."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the recipients or categories of recipient to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the recipients or categories of recipient to whom the personal data have been by the filing system or will be disclosed by the recipient, in particular recipients in third countries or international organisations."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and where possible, the envisaged period for which the personal data will be stored by the controller, or, if not possible, the criteria used by the processor to determine that period."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject by the processor or to object to such processing by the processor."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the right to lodge a complaint with a supervisory authority.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the right to lodge a complaint with a supervisory authority."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and where the personal data are not collected from the data subject, any available information as to their source.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and where the personal data are not collected by the processor from the data subject, any available information as to their source."
"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed, and, where that is the case, access to the personal data and the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.";"e";"The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed by the processor, and, where that is the case, access to the personal data and the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing by the processor for the data subject."
"Where personal data are transferred to a third country or to an international organisation, the data subject shall have the right to be informed of the appropriate safeguards pursuant to Article 46 relating to the transfer.";"e";"Where personal data are transferred to a third country or to an international organisation by the controller, the data subject shall have the right to be informed by the third party of the appropriate safeguards pursuant to Article 46 relating to the transfer."
"The controller shall provide a copy of the personal data undergoing processing.";"e";"The controller shall provide a copy of the personal data undergoing processing by the processor. "
"For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs.";"e";"For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs. "
"Where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form.";"e";"Where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form by the controller."
"The right to obtain a copy referred to in paragraph 3 shall not adversely affect the rights and freedoms of others.";"e";"The right to obtain a copy referred to in paragraph 3 shall not adversely affect the rights and freedoms of others."
"The data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her.";"e";"The data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her. "
"Taking into account the purposes of the processing, the data subject shall have the right to have incomplete personal data completed, including by means of providing a supplementary statement.";"e";"Taking into account the purposes of the processing by the processor, the data subject shall have the right to have incomplete personal data completed, including by means of providing a supplementary statement."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed.";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data are no longer necessary in relation to the purposes for which they were collected by the processor or otherwise processed by the processor."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the data subject withdraws consent on which the processing is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing.";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the data subject withdraws consent on which the processing by the processor is based according to point (a) of Article 6(1), or point (a) of Article 9(2), and where there is no other legal ground for the processing by the processor."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the data subject objects to the processing pursuant to Article 21(1) and there are no overriding legitimate grounds for the processing, or the data subject objects to the processing pursuant to Article 21(2).";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the data subject objects to the processing by the processor pursuant to Article 21(1) and there are no overriding legitimate grounds for the processing by the processor, or the data subject objects to the processing by the processor pursuant to Article 21(2)."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have been unlawfully processed.";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have been unlawfully processed by the processor."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject.";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have to be erased by the international organisation for compliance with a legal obligation in Union or Member State law to which the controller is subject."
"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have been collected in relation to the offer of information society services referred to in Article 8(1).";"e";"The data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where the personal data have been collected by the processor in relation to the offer of information society services referred to in Article 8(1)."
"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.";"e";"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested by the controller the erasure by such controllers of any links to, or copy or replication of, those personal data."
"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary for exercising the right of freedom of expression and information.";"e";"Paragraphs 1 and 2 shall not apply to the extent that processing by the processor is necessary for exercising the right of freedom of expression and information."
"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.";"e";"Paragraphs 1 and 2 shall not apply to the extent that processing by the processor is necessary for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out by the controller in the public interest or in the exercise of official authority vested in the controller by the supervisory authority."
"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary for reasons of public interest in the area of public health in accordance with points (h) and (i) of Article 9(2) as well as Article 9(3).";"e";"Paragraphs 1 and 2 shall not apply to the extent that processing by the processor is necessary for reasons of public interest in the area of public health in accordance with points (h) and (i) of Article 9(2) as well as Article 9(3)."
"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing.";"e";"Paragraphs 1 and 2 shall not apply to the extent that processing by the processor is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing by the processor."
"Paragraphs 1 and 2 shall not apply to the extent that processing is necessary for the establishment, exercise or defence of legal claims.";"e";"Paragraphs 1 and 2 shall not apply to the extent that processing by the processor is necessary for the establishment, exercise or defence of legal claims."
"The data subject shall have the right to obtain from the controller restriction of processing where the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data.";"e";"The data subject shall have the right to obtain from the controller restriction of processing by the processor where the accuracy of the personal data is contested by the data subject, for a period enabling the controller to verify the accuracy of the personal data."
"The data subject shall have the right to obtain from the controller restriction of processing where the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead.";"e";"The data subject shall have the right to obtain from the controller restriction of processing by the processor where the processing by the processor is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead."
"The data subject shall have the right to obtain from the controller restriction of processing where the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims.";"e";"The data subject shall have the right to obtain from the controller restriction of processing by the processor where the controller no longer needs the personal data for the purposes of the processing by the processor, but they are required by the data subject for the establishment, exercise or defence of legal claims."
"The data subject shall have the right to obtain from the controller restriction of processing where the data subject has objected to processing pursuant to Article 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject.";"e";"The data subject shall have the right to obtain from the controller restriction of processing by the processor where the data subject has objected to processing by the processor pursuant to Article 21(1) pending the verification whether the legitimate grounds of the controller override those of the data subject."
"Where processing has been restricted under paragraph 1, such personal data shall, with the exception of storage, only be processed with the data subject’s consent or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the Union or of a Member State.";"e";"Where processing by the processor has been restricted under paragraph 1 by the processor, such personal data shall, with the exception of storage, only be processed by the processor with the data subject’s consent or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the Union or of a Member State."
"A data subject who has obtained restriction of processing pursuant to paragraph 1 shall be informed by the controller before the restriction of processing is lifted.";"e";"A data subject who has obtained restriction of processing by the processor pursuant to paragraph 1 shall be informed by the controller before the restriction of processing by the processor is lifted by the third party."
"The controller shall communicate any rectification or erasure of personal data or restriction of processing carried out in accordance with Article 16, Article 17(1) and Article 18 to each recipient to whom the personal data have been disclosed, unless this proves impossible or involves disproportionate effort.";"e";"The controller shall communicate any rectification or erasure of personal data or restriction of processing by the processor carried out by the international organisation in accordance with Article 16, Article 17(1) and Article 18 to each recipient to whom the personal data have been disclosed by the recipient, unless this proves impossible or involves disproportionate effort. "
"The controller shall inform the data subject about those recipients if the data subject requests it.";"e";"The controller shall inform the data subject about those recipients if the data subject requests it."
"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where the processing is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1).";"e";"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided by the controller, where the processing by the processor is based on consent pursuant to point (a) of Article 6(1) or point (a) of Article 9(2) or on a contract pursuant to point (b) of Article 6(1)."
"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where the processing is carried out by automated means.";"e";"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided by the controller, where the processing by the processor is carried out by automated means."
"In exercising his or her right to data portability pursuant to paragraph 1, the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible.";"e";"In exercising his or her right to data portability pursuant to paragraph 1, the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible."
"The exercise of the right referred to in paragraph 1 of this Article shall be without prejudice to Article 17.";"e";"The exercise of the right referred to in paragraph 1 of this Article shall be without prejudice to Article 17. "
"That right shall not apply to processing necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller.";"e";"That right shall not apply to processing by the processor necessary for the performance of a task carried out by the controller in the public interest or in the exercise of official authority vested in the controller by the supervisory authority."
"The right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others.";"e";"The right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others."
"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions.";"e";"The data subject shall have the right to object, on grounds relating to his or her particular situation, at any time to processing of personal data concerning him or her by the processor which is based on point (e) or (f) of Article 6(1), including profiling based on those provisions. "
"The controller shall no longer process the personal data unless the controller demonstrates compelling legitimate grounds for the processing which override the interests, rights and freedoms of the data subject or for the establishment, exercise or defence of legal claims.";"e";"The controller shall no longer process the personal data unless the controller demonstrates compelling legitimate grounds for the processing by the processor which override the interests, rights and freedoms of the data subject or for the establishment, exercise or defence of legal claims."
"Where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.";"e";"Where personal data are processed for direct marketing by the third party purposes by the processor, the data subject shall have the right to object at any time to processing by the processor of personal data concerning him or her for such marketing by the third party, which includes profiling to the extent that it is related to such direct marketing by the third party."
"Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.";"e";"Where the data subject objects to processing for direct marketing by the third party purposes, the personal data shall no longer be processed for such purposes by the processor."
"At the latest at the time of the first communication with the data subject, the right referred to in paragraphs 1 and 2 shall be explicitly brought to the attention of the data subject and shall be presented clearly and separately from any other information.";"e";"At the latest at the time of the first communication with the data subject, the right referred to in paragraphs 1 and 2 shall be explicitly brought to the attention of the data subject by the third party and shall be presented clearly and separately from any other information by the third party."
"In the context of the use of information society services, and notwithstanding Directive 2002/58/EC, the data subject may exercise his or her right to object by automated means using technical specifications.";"e";"In the context of the use of information society services, and notwithstanding Directive 2002/58/EC, the data subject may exercise his or her right to object by automated means using technical specifications."
"Where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.";"e";"Where personal data are processed by the processor for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her by the processor, unless the processing by the processor is necessary for the performance of a task carried out for reasons of public interest by the third party."
"The data subject shall have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects concerning him or her or similarly significantly affects him or her.";"e";"The data subject shall have the right not to be subject to a decision based solely on automated processing by the processor, including profiling, which produces legal effects concerning him or her or similarly significantly affects him or her."
"Paragraph 1 shall not apply if the decision is necessary for entering into, or performance of, a contract between the data subject and a data controller.";"e";"Paragraph 1 shall not apply if the decision is necessary for entering into, or performance of, a contract between the data subject and a data controller."
"Paragraph 1 shall not apply if the decision is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests.";"e";"Paragraph 1 shall not apply if the decision is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests."
"Paragraph 1 shall not apply if the decision is based on the data subject’s explicit consent.";"e";"Paragraph 1 shall not apply if the decision is based on the data subject’s explicit consent."
